"Intercept","b1","b2","b3","comp"
"0.0158314623886505","-1.02704311038986","0.622210640170411","-2.17994650872755","FV1 vs FV2"
"2.22377541062566","-3.89732472809276","-1.05781058331509","-3.72389501062593","FV1 vs FV3"
"-4.0329845949797","1.59101219917252","6.58418338198143","1.14982760134279","FV1 vs RVK"
"-7.54055678584298","7.89204207999274","7.67958602058733","6.54542185401164","FV1 vs RVQ"
"2.42695300098287","-3.90173770023282","-1.67365698514815","-1.83417326640636","FV2 vs FV3"
"-3.97962875028709","2.5314507017695","5.59635168496682","3.73128002384839","FV2 vs RVK"
"-0.200645778193322","0.831253977236058","-0.443337463494887","0.121143177793061","FV2 vs RVQ"
"-0.198135947978479","0.495931060373139","-0.490652892773984","0.111021964456619","FV3 vs RVK"
"-12.5363795779099","17.409696942556","10.4999010675899","13.1797240465603","FV3 vs RVQ"
