"Length","Station","test","control","areatest","areacont","day","depth","samp_test","samp_cont","cpuetest","cpuecont","cpuetotal","prop","qratio","comp2"
"70","24",0,1,0.00585137910923404,0.00236042182609399,2,45.6,1,1,0,423.653089860973,423.653089860973,0,1,"FV1 vs RVQ"
"75","24",0,5,0.00585137910923404,0.00236042182609399,2,45.6,1,1,0,2118.26544930486,2118.26544930486,0,1,"FV1 vs RVQ"
"80","24",0,6,0.00585137910923404,0.00236042182609399,2,45.6,1,1,0,2541.91853916584,2541.91853916584,0,1,"FV1 vs RVQ"
"85","24",0,5,0.00585137910923404,0.00236042182609399,2,45.6,1,1,0,2118.26544930486,2118.26544930486,0,1,"FV1 vs RVQ"
"90","24",1,21,0.00585137910923404,0.00236042182609399,2,45.6,1,1,170.899882118714,8896.71488708042,9067.61476919914,0.0188472808416196,1,"FV1 vs RVQ"
"95","24",2,28,0.00585137910923404,0.00236042182609399,2,45.6,1,1,341.799764237427,11862.2865161072,12204.0862803447,0.0280069934271043,1,"FV1 vs RVQ"
"100","24",0,14,0.00585137910923404,0.00236042182609399,2,45.6,1,1,0,5931.14325805362,5931.14325805362,0,1,"FV1 vs RVQ"
"105","24",4,6,0.00585137910923404,0.00236042182609399,2,45.6,1,1,683.599528474854,2541.91853916584,3225.51806764069,0.211934800593095,1,"FV1 vs RVQ"
"110","24",4,16,0.00585137910923404,0.00236042182609399,2,45.6,1,1,683.599528474854,6778.44943777556,7462.04896625042,0.0916101638526709,1,"FV1 vs RVQ"
"115","24",3,17,0.00585137910923404,0.00236042182609399,2,45.6,1,1,512.699646356141,7202.10252763653,7714.80217399268,0.0664566160989195,1,"FV1 vs RVQ"
"120","24",3,17,0.00585137910923404,0.00236042182609399,2,45.6,1,1,512.699646356141,7202.10252763653,7714.80217399268,0.0664566160989195,1,"FV1 vs RVQ"
"125","24",3,13,0.00585137910923404,0.00236042182609399,2,45.6,1,1,512.699646356141,5507.49016819264,6020.18981454878,0.0851633689550979,1,"FV1 vs RVQ"
"130","24",0,7,0.00585137910923404,0.00236042182609399,2,45.6,1,1,0,2965.57162902681,2965.57162902681,0,1,"FV1 vs RVQ"
"135","24",0,3,0.00585137910923404,0.00236042182609399,2,45.6,1,1,0,1270.95926958292,1270.95926958292,0,1,"FV1 vs RVQ"
"145","24",1,0,0.00585137910923404,0.00236042182609399,2,45.6,1,1,170.899882118714,0,170.899882118714,1,1,"FV1 vs RVQ"
"70","2",0,3,0.00867433979646673,0.00242176128802496,2,38.7,1,1,0,1238.76784009815,1238.76784009815,0,1,"FV1 vs RVQ"
"90","2",1,1,0.00867433979646673,0.00242176128802496,2,38.7,1,1,115.282548696942,412.922613366051,528.205162062993,0.218253354902264,1,"FV1 vs RVQ"
"95","2",1,3,0.00867433979646673,0.00242176128802496,2,38.7,1,1,115.282548696942,1238.76784009815,1354.05038879509,0.0851390388798801,1,"FV1 vs RVQ"
"100","2",4,5,0.00867433979646673,0.00242176128802496,2,38.7,1,1,461.130194787769,2064.61306683025,2525.74326161802,0.182572077611864,1,"FV1 vs RVQ"
"105","2",2,2,0.00867433979646673,0.00242176128802496,2,38.7,1,1,230.565097393884,825.845226732101,1056.41032412599,0.218253354902264,1,"FV1 vs RVQ"
"110","2",4,5,0.00867433979646673,0.00242176128802496,2,38.7,1,1,461.130194787769,2064.61306683025,2525.74326161802,0.182572077611864,1,"FV1 vs RVQ"
"115","2",6,4,0.00867433979646673,0.00242176128802496,2,38.7,1,1,691.695292181653,1651.6904534642,2343.38574564586,0.295169198441555,1,"FV1 vs RVQ"
"120","2",8,7,0.00867433979646673,0.00242176128802496,2,38.7,1,1,922.260389575538,2890.45829356235,3812.71868313789,0.241890489758482,1,"FV1 vs RVQ"
"125","2",2,3,0.00867433979646673,0.00242176128802496,2,38.7,1,1,230.565097393884,1238.76784009815,1469.33293749204,0.156918212006756,1,"FV1 vs RVQ"
"130","2",2,0,0.00867433979646673,0.00242176128802496,2,38.7,1,1,230.565097393884,0,230.565097393884,1,1,"FV1 vs RVQ"
"105","S86",0,2,0.00961240448587988,0.00262760531698002,2,26.85,1,1,0,761.14931990572,761.14931990572,0,1,"FV1 vs RVQ"
"115","S86",1,0,0.00961240448587988,0.00262760531698002,2,26.85,1,1,104.032243073931,0,104.032243073931,1,1,"FV1 vs RVQ"
"70","7",0,1,0.00621412067434581,0.00268645725446973,2,31.5,1,1,0,372.237450767623,372.237450767623,0,1,"FV1 vs RVQ"
"85","7",0,1,0.00621412067434581,0.00268645725446973,2,31.5,1,1,0,372.237450767623,372.237450767623,0,1,"FV1 vs RVQ"
"90","7",0,6,0.00621412067434581,0.00268645725446973,2,31.5,1,1,0,2233.42470460574,2233.42470460574,0,1,"FV1 vs RVQ"
"95","7",3,7,0.00621412067434581,0.00268645725446973,2,31.5,1,1,482.771442206636,2605.66215537336,3088.43359757999,0.156315953363842,1,"FV1 vs RVQ"
"100","7",3,3,0.00621412067434581,0.00268645725446973,2,31.5,1,1,482.771442206636,1116.71235230287,1599.4837945095,0.301829530167064,1,"FV1 vs RVQ"
"105","7",1,3,0.00621412067434581,0.00268645725446973,2,31.5,1,1,160.923814068879,1116.71235230287,1277.63616637175,0.125954335283004,1,"FV1 vs RVQ"
"110","7",8,2,0.00621412067434581,0.00268645725446973,2,31.5,1,1,1287.39051255103,744.474901535245,2031.86541408628,0.633600288496454,1,"FV1 vs RVQ"
"115","7",11,0,0.00621412067434581,0.00268645725446973,2,31.5,1,1,1770.16195475767,0,1770.16195475767,1,1,"FV1 vs RVQ"
"120","7",4,0,0.00621412067434581,0.00268645725446973,2,31.5,1,1,643.695256275515,0,643.695256275515,1,1,"FV1 vs RVQ"
"125","7",2,0,0.00621412067434581,0.00268645725446973,2,31.5,1,1,321.847628137758,0,321.847628137758,1,1,"FV1 vs RVQ"
"90","T2",0,1,0.00748557203420609,0.00245052741619276,3,34.9,1,1,0,408.075418129229,408.075418129229,0,1,"FV1 vs RVQ"
"105","T2",1,1,0.00748557203420609,0.00245052741619276,3,34.9,1,1,133.590324885045,408.075418129229,541.665743014274,0.246628712647838,1,"FV1 vs RVQ"
"110","T2",0,2,0.00748557203420609,0.00245052741619276,3,34.9,1,1,0,816.150836258458,816.150836258458,0,1,"FV1 vs RVQ"
"115","T2",0,5,0.00748557203420609,0.00245052741619276,3,34.9,1,1,0,2040.37709064615,2040.37709064615,0,1,"FV1 vs RVQ"
"120","T2",0,1,0.00748557203420609,0.00245052741619276,3,34.9,1,1,0,408.075418129229,408.075418129229,0,1,"FV1 vs RVQ"
"125","T2",1,0,0.00748557203420609,0.00245052741619276,3,34.9,1,1,133.590324885045,0,133.590324885045,1,1,"FV1 vs RVQ"
"130","T2",0,1,0.00748557203420609,0.00245052741619276,3,34.9,1,1,0,408.075418129229,408.075418129229,0,1,"FV1 vs RVQ"
"75","T3",1,0,0.00903160001624664,0.00237890401737319,3,36.45,1,1,110.722352429374,0,110.722352429374,1,1,"FV1 vs RVQ"
"90","T3",0,2,0.00903160001624664,0.00237890401737319,3,36.45,1,1,0,840.723284921946,840.723284921946,0,1,"FV1 vs RVQ"
"95","T3",5,3,0.00903160001624664,0.00237890401737319,3,36.45,1,1,553.61176214687,1261.08492738292,1814.69668952979,0.305071236058913,1,"FV1 vs RVQ"
"100","T3",4,0,0.00903160001624664,0.00237890401737319,3,36.45,1,1,442.889409717496,0,442.889409717496,1,1,"FV1 vs RVQ"
"105","T3",19,1,0.00903160001624664,0.00237890401737319,3,36.45,1,1,2103.7246961581,420.361642460973,2524.08633861908,0.833459879708017,1,"FV1 vs RVQ"
"110","T3",25,5,0.00903160001624664,0.00237890401737319,3,36.45,1,1,2768.05881073435,2101.80821230486,4869.86702303921,0.568405420032772,1,"FV1 vs RVQ"
"115","T3",36,7,0.00903160001624664,0.00237890401737319,3,36.45,1,1,3986.00468745746,2942.53149722681,6928.53618468427,0.575302572030819,1,"FV1 vs RVQ"
"120","T3",23,12,0.00903160001624664,0.00237890401737319,3,36.45,1,1,2546.6141058756,5044.33970953168,7590.95381540728,0.335480121181447,1,"FV1 vs RVQ"
"125","T3",19,5,0.00903160001624664,0.00237890401737319,3,36.45,1,1,2103.7246961581,2101.80821230486,4205.53290846297,0.500227852675862,1,"FV1 vs RVQ"
"130","T3",5,0,0.00903160001624664,0.00237890401737319,3,36.45,1,1,553.61176214687,0,553.61176214687,1,1,"FV1 vs RVQ"
"135","T3",1,0,0.00903160001624664,0.00237890401737319,3,36.45,1,1,110.722352429374,0,110.722352429374,1,1,"FV1 vs RVQ"
"65","12",0,1,0.00657152698137015,0.00246510572317285,3,37.25,1,1,0,405.662114447933,405.662114447933,0,1,"FV1 vs RVQ"
"70","12",1,2,0.00657152698137015,0.00246510572317285,3,37.25,1,1,152.171634208447,811.324228895866,963.495863104314,0.157936987625625,1,"FV1 vs RVQ"
"75","12",0,4,0.00657152698137015,0.00246510572317285,3,37.25,1,1,0,1622.64845779173,1622.64845779173,0,1,"FV1 vs RVQ"
"80","12",0,3,0.00657152698137015,0.00246510572317285,3,37.25,1,1,0,1216.9863433438,1216.9863433438,0,1,"FV1 vs RVQ"
"85","12",1,3,0.00657152698137015,0.00246510572317285,3,37.25,1,1,152.171634208447,1216.9863433438,1369.15797755225,0.11114249539012,1,"FV1 vs RVQ"
"90","12",4,23,0.00657152698137015,0.00246510572317285,3,37.25,1,1,608.686536833789,9330.22863230246,9938.91516913625,0.0612427540104145,1,"FV1 vs RVQ"
"95","12",30,45,0.00657152698137015,0.00246510572317285,3,37.25,1,1,4565.14902625342,18254.795150157,22819.9441764104,0.200050841095945,1,"FV1 vs RVQ"
"100","12",24,29,0.00657152698137015,0.00246510572317285,3,37.25,1,1,3652.11922100273,11764.2013189901,15416.3205399928,0.236899538481213,1,"FV1 vs RVQ"
"105","12",4,5,0.00657152698137015,0.00246510572317285,3,37.25,1,1,608.686536833789,2028.31057223967,2636.99710907345,0.230825636759101,1,"FV1 vs RVQ"
"110","12",2,6,0.00657152698137015,0.00246510572317285,3,37.25,1,1,304.343268416894,2433.9726866876,2738.31595510449,0.11114249539012,1,"FV1 vs RVQ"
"115","12",9,5,0.00657152698137015,0.00246510572317285,3,37.25,1,1,1369.54470787603,2028.31057223967,3397.85528011569,0.403061518214335,1,"FV1 vs RVQ"
"120","12",4,3,0.00657152698137015,0.00246510572317285,3,37.25,1,1,608.686536833789,1216.9863433438,1825.67288017759,0.333403942975031,1,"FV1 vs RVQ"
"125","12",4,3,0.00657152698137015,0.00246510572317285,3,37.25,1,1,608.686536833789,1216.9863433438,1825.67288017759,0.333403942975031,1,"FV1 vs RVQ"
"60","28",0,1,0.00620164536479876,0.0024720291889449,3,38,1,1,0,404.525967764488,404.525967764488,0,1,"FV1 vs RVQ"
"65","28",0,3,0.00620164536479876,0.0024720291889449,3,38,1,1,0,1213.57790329346,1213.57790329346,0,1,"FV1 vs RVQ"
"70","28",0,10,0.00620164536479876,0.0024720291889449,3,38,1,1,0,4045.25967764488,4045.25967764488,0,1,"FV1 vs RVQ"
"75","28",0,9,0.00620164536479876,0.0024720291889449,3,38,1,1,0,3640.73370988039,3640.73370988039,0,1,"FV1 vs RVQ"
"80","28",0,3,0.00620164536479876,0.0024720291889449,3,38,1,1,0,1213.57790329346,1213.57790329346,0,1,"FV1 vs RVQ"
"90","28",6,20,0.00620164536479876,0.0024720291889449,3,38,1,1,967.485182893024,8090.51935528977,9058.00453818279,0.106809968886052,1,"FV1 vs RVQ"
"95","28",15,34,0.00620164536479876,0.0024720291889449,3,38,1,1,2418.71295723256,13753.8829039926,16172.5958612252,0.149556260354689,1,"FV1 vs RVQ"
"100","28",10,28,0.00620164536479876,0.0024720291889449,3,38,1,1,1612.47530482171,11326.7270974057,12939.2024022274,0.124619374107954,1,"FV1 vs RVQ"
"105","28",3,3,0.00620164536479876,0.0024720291889449,3,38,1,1,483.742591446512,1213.57790329346,1697.32049473998,0.285003682537057,1,"FV1 vs RVQ"
"115","28",2,3,0.00620164536479876,0.0024720291889449,3,38,1,1,322.495060964341,1213.57790329346,1536.07296425781,0.209947748881944,1,"FV1 vs RVQ"
"120","28",2,1,0.00620164536479876,0.0024720291889449,3,38,1,1,322.495060964341,404.525967764488,727.02102872883,0.443584226893976,1,"FV1 vs RVQ"
"125","28",3,2,0.00620164536479876,0.0024720291889449,3,38,1,1,483.742591446512,809.051935528977,1292.79452697549,0.374183662873508,1,"FV1 vs RVQ"
"130","28",0,3,0.00620164536479876,0.0024720291889449,3,38,1,1,0,1213.57790329346,1213.57790329346,0,1,"FV1 vs RVQ"
"135","28",1,0,0.00620164536479876,0.0024720291889449,3,38,1,1,161.247530482171,0,161.247530482171,1,1,"FV1 vs RVQ"
"85","48",1,7,0.0045570984078346,0.00240858583274726,3,35.15,1,1,219.437877022974,2906.26968938688,3125.70756640985,0.0702042249189094,1,"FV1 vs RVQ"
"90","48",5,4,0.0045570984078346,0.00240858583274726,3,35.15,1,1,1097.18938511487,1660.7255367925,2757.91492190737,0.397832934003655,1,"FV1 vs RVQ"
"95","48",5,12,0.0045570984078346,0.00240858583274726,3,35.15,1,1,1097.18938511487,4982.1766103775,6079.36599549237,0.180477600119551,1,"FV1 vs RVQ"
"100","48",11,2,0.0045570984078346,0.00240858583274726,3,35.15,1,1,2413.81664725271,830.36276839625,3244.17941564896,0.744045361859204,1,"FV1 vs RVQ"
"105","48",0,1,0.0045570984078346,0.00240858583274726,3,35.15,1,1,0,415.181384198125,415.181384198125,0,1,"FV1 vs RVQ"
"110","48",2,0,0.0045570984078346,0.00240858583274726,3,35.15,1,1,438.875754045948,0,438.875754045948,1,1,"FV1 vs RVQ"
"115","48",1,0,0.0045570984078346,0.00240858583274726,3,35.15,1,1,219.437877022974,0,219.437877022974,1,1,"FV1 vs RVQ"
"120","48",4,1,0.0045570984078346,0.00240858583274726,3,35.15,1,1,877.751508091896,415.181384198125,1292.93289229002,0.678884042107736,1,"FV1 vs RVQ"
"125","48",1,1,0.0045570984078346,0.00240858583274726,3,35.15,1,1,219.437877022974,415.181384198125,634.619261221099,0.345778784905998,1,"FV1 vs RVQ"
"130","48",1,0,0.0045570984078346,0.00240858583274726,3,35.15,1,1,219.437877022974,0,219.437877022974,1,1,"FV1 vs RVQ"
"80","60",0,1,0.00733200051940171,0.00234089194561176,3,30.3,1,1,0,427.187594828802,427.187594828802,0,1,"FV1 vs RVQ"
"85","60",0,3,0.00733200051940171,0.00234089194561176,3,30.3,1,1,0,1281.56278448641,1281.56278448641,0,1,"FV1 vs RVQ"
"90","60",2,22,0.00733200051940171,0.00234089194561176,3,30.3,1,1,272.776849197932,9398.12708623364,9670.90393543157,0.0282059310090499,1,"FV1 vs RVQ"
"95","60",6,17,0.00733200051940171,0.00234089194561176,3,30.3,1,1,818.330547593796,7262.18911208963,8080.51965968342,0.101272019877229,1,"FV1 vs RVQ"
"100","60",1,3,0.00733200051940171,0.00234089194561176,3,30.3,1,1,136.388424598966,1281.56278448641,1417.95120908537,0.0961869659019801,1,"FV1 vs RVQ"
"105","60",2,1,0.00733200051940171,0.00234089194561176,3,30.3,1,1,272.776849197932,427.187594828802,699.964444026734,0.389701007709348,1,"FV1 vs RVQ"
"110","60",16,3,0.00733200051940171,0.00234089194561176,3,30.3,1,1,2182.21479358346,1281.56278448641,3463.77757806986,0.630010081305354,1,"FV1 vs RVQ"
"115","60",8,4,0.00733200051940171,0.00234089194561176,3,30.3,1,1,1091.10739679173,1708.75037931521,2799.85777610693,0.389701007709348,1,"FV1 vs RVQ"
"120","60",2,1,0.00733200051940171,0.00234089194561176,3,30.3,1,1,272.776849197932,427.187594828802,699.964444026734,0.389701007709348,1,"FV1 vs RVQ"
"125","60",4,1,0.00733200051940171,0.00234089194561176,3,30.3,1,1,545.553698395864,427.187594828802,972.741293224665,0.560841512739053,1,"FV1 vs RVQ"
"130","60",1,0,0.00733200051940171,0.00234089194561176,3,30.3,1,1,136.388424598966,0,136.388424598966,1,1,"FV1 vs RVQ"
"135","60",1,0,0.00733200051940171,0.00234089194561176,3,30.3,1,1,136.388424598966,0,136.388424598966,1,1,"FV1 vs RVQ"
"85","T5",0,2,0.00799760970108118,0.00310721612533402,3,26.75,1,1,0,643.662982981271,643.662982981271,0,1,"FV1 vs RVQ"
"90","T5",0,7,0.00799760970108118,0.00310721612533402,3,26.75,1,1,0,2252.82044043445,2252.82044043445,0,1,"FV1 vs RVQ"
"95","T5",2,4,0.00799760970108118,0.00310721612533402,3,26.75,1,1,250.074719166356,1287.32596596254,1537.4006851289,0.16266073092415,1,"FV1 vs RVQ"
"100","T5",1,1,0.00799760970108118,0.00310721612533402,3,26.75,1,1,125.037359583178,321.831491490635,446.868851073813,0.279807731692904,1,"FV1 vs RVQ"
"105","T5",3,0,0.00799760970108118,0.00310721612533402,3,26.75,1,1,375.112078749534,0,375.112078749534,1,1,"FV1 vs RVQ"
"110","T5",7,0,0.00799760970108118,0.00310721612533402,3,26.75,1,1,875.261517082246,0,875.261517082246,1,1,"FV1 vs RVQ"
"115","T5",13,2,0.00799760970108118,0.00310721612533402,3,26.75,1,1,1625.48567458131,643.662982981271,2269.14865756258,0.716341641683069,1,"FV1 vs RVQ"
"120","T5",12,2,0.00799760970108118,0.00310721612533402,3,26.75,1,1,1500.44831499814,643.662982981271,2144.11129797941,0.699799640257549,1,"FV1 vs RVQ"
"125","T5",9,0,0.00799760970108118,0.00310721612533402,3,26.75,1,1,1125.3362362486,0,1125.3362362486,1,1,"FV1 vs RVQ"
"130","T5",1,0,0.00799760970108118,0.00310721612533402,3,26.75,1,1,125.037359583178,0,125.037359583178,1,1,"FV1 vs RVQ"
"120","21",1,0,0.00258802610669542,0.00935128946731107,1,46.9,1,1,386.394865729107,0,386.394865729107,1,1,"FV2 vs FV3"
"130","21",1,3,0.00258802610669542,0.00935128946731107,1,46.9,1,1,386.394865729107,320.811371574688,707.206237303796,0.546368011688114,1,"FV2 vs FV3"
"135","21",1,2,0.00258802610669542,0.00935128946731107,1,46.9,1,1,386.394865729107,213.874247716459,600.269113445566,0.643702727783522,1,"FV2 vs FV3"
"145","21",0,2,0.00258802610669542,0.00935128946731107,1,46.9,1,1,0,213.874247716459,213.874247716459,0,1,"FV2 vs FV3"
"65","S22",0,1,0.00230119348093521,0.00541440662891995,1,46,1,1,0,184.69244527345,184.69244527345,0,1,"FV2 vs FV3"
"80","S22",1,1,0.00230119348093521,0.00541440662891995,1,46,1,1,434.557114942633,184.69244527345,619.249560216082,0.701747958918206,1,"FV2 vs FV3"
"85","S22",4,6,0.00230119348093521,0.00541440662891995,1,46,1,1,1738.22845977053,1108.1546716407,2846.38313141123,0.610679722131687,1,"FV2 vs FV3"
"90","S22",6,19,0.00230119348093521,0.00541440662891995,1,46,1,1,2607.3426896558,3509.15646019554,6116.49914985134,0.4262802341302,1,"FV2 vs FV3"
"95","S22",9,19,0.00230119348093521,0.00541440662891995,1,46,1,1,3911.01403448369,3509.15646019554,7420.17049467923,0.527078729159681,1,"FV2 vs FV3"
"100","S22",4,15,0.00230119348093521,0.00541440662891995,1,46,1,1,1738.22845977053,2770.38667910174,4508.61513887227,0.385534894026308,1,"FV2 vs FV3"
"105","S22",17,28,0.00230119348093521,0.00541440662891995,1,46,1,1,7387.47095402475,5171.38846765659,12558.8594216813,0.588227856207323,1,"FV2 vs FV3"
"110","S22",27,57,0.00230119348093521,0.00541440662891995,1,46,1,1,11733.0421034511,10527.4693805866,22260.5114840377,0.527078729159681,1,"FV2 vs FV3"
"115","S22",15,24,0.00230119348093521,0.00541440662891995,1,46,1,1,6518.35672413949,4432.61868656279,10950.9754107023,0.595230696780596,1,"FV2 vs FV3"
"120","S22",13,43,0.00230119348093521,0.00541440662891995,1,46,1,1,5649.24249425422,7941.77514675833,13591.0176410126,0.415660007474859,1,"FV2 vs FV3"
"125","S22",16,26,0.00230119348093521,0.00541440662891995,1,46,1,1,6952.91383908212,4802.00357710969,11754.9174161918,0.591489807448994,1,"FV2 vs FV3"
"130","S22",25,31,0.00230119348093521,0.00541440662891995,1,46,1,1,10863.9278735658,5725.46580347694,16589.3936770427,0.654871907018511,1,"FV2 vs FV3"
"135","S22",5,8,0.00230119348093521,0.00541440662891995,1,46,1,1,2172.78557471316,1477.5395621876,3650.32513690076,0.595230696780596,1,"FV2 vs FV3"
"140","S22",3,9,0.00230119348093521,0.00541440662891995,1,46,1,1,1303.6713448279,1662.23200746105,2965.90335228894,0.439552874783255,1,"FV2 vs FV3"
"145","S22",0,5,0.00230119348093521,0.00541440662891995,1,46,1,1,0,923.462226367248,923.462226367248,0,1,"FV2 vs FV3"
"150","S22",0,2,0.00230119348093521,0.00541440662891995,1,46,1,1,0,369.384890546899,369.384890546899,0,1,"FV2 vs FV3"
"90","1",0,3,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,400.460233048819,400.460233048819,0,1,"FV2 vs FV3"
"95","1",0,7,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,934.407210447245,934.407210447245,0,1,"FV2 vs FV3"
"100","1",0,5,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,667.433721748032,667.433721748032,0,1,"FV2 vs FV3"
"105","1",0,1,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,133.486744349606,133.486744349606,0,1,"FV2 vs FV3"
"110","1",0,8,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,1067.89395479685,1067.89395479685,0,1,"FV2 vs FV3"
"115","1",0,6,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,800.920466097639,800.920466097639,0,1,"FV2 vs FV3"
"120","1",1,1,0.00226363769797769,0.00749138054772663,1,51.95,1,1,441.766807865671,133.486744349606,575.253552215278,0.767951464470659,1,"FV2 vs FV3"
"125","1",0,4,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,533.946977398426,533.946977398426,0,1,"FV2 vs FV3"
"130","1",2,4,0.00226363769797769,0.00749138054772663,1,51.95,1,1,883.533615731343,533.946977398426,1417.48059312977,0.623312671802101,1,"FV2 vs FV3"
"135","1",0,6,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,800.920466097639,800.920466097639,0,1,"FV2 vs FV3"
"140","1",0,4,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,533.946977398426,533.946977398426,0,1,"FV2 vs FV3"
"145","1",0,4,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,533.946977398426,533.946977398426,0,1,"FV2 vs FV3"
"150","1",0,2,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,266.973488699213,266.973488699213,0,1,"FV2 vs FV3"
"155","1",0,1,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,133.486744349606,133.486744349606,0,1,"FV2 vs FV3"
"100","54",0,1,0.00418859520903177,0.00914520811913068,1,52.25,1,1,0,109.34688275799,109.34688275799,0,1,"FV2 vs FV3"
"115","54",0,1,0.00418859520903177,0.00914520811913068,1,52.25,1,1,0,109.34688275799,109.34688275799,0,1,"FV2 vs FV3"
"125","54",0,1,0.00418859520903177,0.00914520811913068,1,52.25,1,1,0,109.34688275799,109.34688275799,0,1,"FV2 vs FV3"
"130","54",1,4,0.00418859520903177,0.00914520811913068,1,52.25,1,1,238.74352858059,437.38753103196,676.13105961255,0.353102442472321,1,"FV2 vs FV3"
"135","54",4,3,0.00418859520903177,0.00914520811913068,1,52.25,1,1,954.974114322361,328.04064827397,1283.01476259633,0.744320441325132,1,"FV2 vs FV3"
"140","54",3,5,0.00418859520903177,0.00914520811913068,1,52.25,1,1,716.230585741771,546.73441378995,1262.96499953172,0.567102481863973,1,"FV2 vs FV3"
"145","54",4,7,0.00418859520903177,0.00914520811913068,1,52.25,1,1,954.974114322361,765.42817930593,1720.40229362829,0.555087677957195,1,"FV2 vs FV3"
"150","54",2,4,0.00418859520903177,0.00914520811913068,1,52.25,1,1,477.48705716118,437.38753103196,914.87458819314,0.521915313118717,1,"FV2 vs FV3"
"155","54",2,1,0.00418859520903177,0.00914520811913068,1,52.25,1,1,477.48705716118,109.34688275799,586.83393991917,0.813666396369216,1,"FV2 vs FV3"
"75","S30",2,0,0.00224158493206719,0.0050724922555896,1,46.5,1,1,892.225840470654,0,892.225840470654,1,1,"FV2 vs FV3"
"80","S30",2,0,0.00224158493206719,0.0050724922555896,1,46.5,1,1,892.225840470654,0,892.225840470654,1,1,"FV2 vs FV3"
"85","S30",6,0,0.00224158493206719,0.0050724922555896,1,46.5,1,1,2676.67752141196,0,2676.67752141196,1,1,"FV2 vs FV3"
"90","S30",10,0,0.00224158493206719,0.0050724922555896,1,46.5,1,1,4461.12920235327,0,4461.12920235327,1,1,"FV2 vs FV3"
"95","S30",1,2,0.00224158493206719,0.0050724922555896,1,46.5,1,1,446.112920235327,394.283499949381,840.396420184708,0.530836292873876,1,"FV2 vs FV3"
"100","S30",1,3,0.00224158493206719,0.0050724922555896,1,46.5,1,1,446.112920235327,591.425249924072,1037.5381701594,0.429972537942185,1,"FV2 vs FV3"
"105","S30",11,7,0.00224158493206719,0.0050724922555896,1,46.5,1,1,4907.2421225886,1379.99224982283,6287.23437241143,0.780508858413442,1,"FV2 vs FV3"
"110","S30",15,7,0.00224158493206719,0.0050724922555896,1,46.5,1,1,6691.69380352991,1379.99224982283,8071.68605335274,0.829032962791011,1,"FV2 vs FV3"
"115","S30",10,3,0.00224158493206719,0.0050724922555896,1,46.5,1,1,4461.12920235327,591.425249924072,5052.55445227734,0.882945299153085,1,"FV2 vs FV3"
"120","S30",4,9,0.00224158493206719,0.0050724922555896,1,46.5,1,1,1784.45168094131,1774.27574977222,3558.72743071352,0.501429714886461,1,"FV2 vs FV3"
"125","S30",0,12,0.00224158493206719,0.0050724922555896,1,46.5,1,1,0,2365.70099969629,2365.70099969629,0,1,"FV2 vs FV3"
"130","S30",5,26,0.00224158493206719,0.0050724922555896,1,46.5,1,1,2230.56460117664,5125.68549934195,7356.25010051859,0.303220332465231,1,"FV2 vs FV3"
"135","S30",2,22,0.00224158493206719,0.0050724922555896,1,46.5,1,1,892.225840470654,4337.11849944319,5229.34433991385,0.170619064738306,1,"FV2 vs FV3"
"140","S30",11,10,0.00224158493206719,0.0050724922555896,1,46.5,1,1,4907.2421225886,1971.41749974691,6878.6596223355,0.713400922856312,1,"FV2 vs FV3"
"145","S30",8,5,0.00224158493206719,0.0050724922555896,1,46.5,1,1,3568.90336188262,985.708749873453,4554.61211175607,0.783580088559198,1,"FV2 vs FV3"
"150","S30",2,2,0.00224158493206719,0.0050724922555896,1,46.5,1,1,892.225840470654,394.283499949381,1286.50934042004,0.693524572607727,1,"FV2 vs FV3"
"95","S33",1,1,0.00125024556588514,0.00593924355475489,1,39.2,4.20866141732284,2.79817712585258,799.842868702382,168.371610084825,968.214478787207,0.826100916921085,0.664861543467311,"FV2 vs FV3"
"100","S33",4,2,0.00125024556588514,0.00593924355475489,1,39.2,4.20866141732284,2.79817712585258,3199.37147480953,336.74322016965,3536.11469497918,0.904770277771877,0.664861543467311,"FV2 vs FV3"
"105","S33",3,17,0.00125024556588514,0.00593924355475489,1,39.2,4.20866141732284,2.79817712585258,2399.52860610715,2862.31737144202,5261.84597754917,0.456024105674181,0.664861543467311,"FV2 vs FV3"
"110","S33",9,27,0.00125024556588514,0.00593924355475489,1,39.2,4.20866141732284,2.79817712585258,7198.58581832144,4546.03347229027,11744.6192906117,0.612926280554345,0.664861543467311,"FV2 vs FV3"
"115","S33",10,45,0.00125024556588514,0.00593924355475489,1,39.2,4.20866141732284,2.79817712585258,7998.42868702382,7576.72245381712,15575.1511408409,0.513537789437591,0.664861543467311,"FV2 vs FV3"
