"Length","Station","test","control","areatest","areacont","day","depth","samp_test","samp_cont","cpuetest","cpuecont","cpuetotal","prop","qratio","comp2","cpuetotalN","sl","septh","res"
125,"2",2,3,0.00867433979646673,0.00242176128802496,2,38.7,1,1,230.565097393884,1238.76784009815,1469.33293749204,0.156918212006756,1,"FV1 vs RVQ",146.933293749204,0.870696717759697,-0.116099229762816,-6.34654403916347
130,"2",2,0,0.00867433979646673,0.00242176128802496,2,38.7,1,1,230.565097393884,0,230.565097393884,1,1,"FV1 vs RVQ",23.0565097393884,1.11432232005256,-0.116099229762816,6.6045448598587
105,"S86",0,2,0.00961240448587988,0.00262760531698002,2,26.85,1,1,0,761.14931990572,761.14931990572,0,1,"FV1 vs RVQ",76.114931990572,-0.10380569141174,-1.80822998226847,-7.25848128266612
115,"S86",1,0,0.00961240448587988,0.00262760531698002,2,26.85,1,1,104.032243073931,0,104.032243073931,1,1,"FV1 vs RVQ",10.4032243073931,0.383445513173978,-1.80822998226847,4.51998561740202
70,"7",0,1,0.00621412067434581,0.00268645725446973,2,31.5,1,1,0,372.237450767623,372.237450767623,0,1,"FV1 vs RVQ",37.2237450767623,-1.80918490746176,-1.14422930723461,-0.639912663630805
85,"7",0,1,0.00621412067434581,0.00268645725446973,2,31.5,1,1,0,372.237450767623,372.237450767623,0,1,"FV1 vs RVQ",37.2237450767623,-1.07830810058318,-1.14422930723461,-2.21555011609309
90,"7",0,6,0.00621412067434581,0.00268645725446973,2,31.5,1,1,0,2233.42470460574,2233.42470460574,0,1,"FV1 vs RVQ",223.342470460574,-0.834682498290318,-1.14422930723461,-7.23787761734249
95,"7",3,7,0.00621412067434581,0.00268645725446973,2,31.5,1,1,482.771442206636,2605.66215537336,3088.43359757999,0.156315953363842,1,"FV1 vs RVQ",308.843359757999,-0.591056895997459,-1.14422930723461,-0.633310744890623
100,"7",3,3,0.00621412067434581,0.00268645725446973,2,31.5,1,1,482.771442206636,1116.71235230287,1599.4837945095,0.301829530167064,1,"FV1 vs RVQ",159.94837945095,-0.3474312937046,-1.14422930723461,1.98930958999898
105,"7",1,3,0.00621412067434581,0.00268645725446973,2,31.5,1,1,160.923814068879,1116.71235230287,1277.63616637175,0.125954335283004,1,"FV1 vs RVQ",127.763616637175,-0.10380569141174,-1.14422930723461,-4.48410428813383
110,"7",8,2,0.00621412067434581,0.00268645725446973,2,31.5,1,1,1287.39051255103,744.474901535245,2031.86541408628,0.633600288496454,1,"FV1 vs RVQ",203.186541408628,0.139819910881119,-1.14422930723461,8.49812164915873
115,"7",11,0,0.00621412067434581,0.00268645725446973,2,31.5,1,1,1770.16195475767,0,1770.16195475767,1,1,"FV1 vs RVQ",177.016195475767,0.383445513173978,-1.14422930723461,18.6448791531142
120,"7",4,0,0.00621412067434581,0.00268645725446973,2,31.5,1,1,643.695256275515,0,643.695256275515,1,1,"FV1 vs RVQ",64.3695256275515,0.627071115466837,-1.14422930723461,10.9634633964859
125,"7",2,0,0.00621412067434581,0.00268645725446973,2,31.5,1,1,321.847628137758,0,321.847628137758,1,1,"FV1 vs RVQ",32.1847628137758,0.870696717759697,-1.14422930723461,7.70971455042694
90,"T2",0,1,0.00748557203420609,0.00245052741619276,3,34.9,1,1,0,408.075418129229,408.075418129229,0,1,"FV1 vs RVQ",40.8075418129229,-0.834682498290318,-0.658723437317373,-3.09382535834968
105,"T2",1,1,0.00748557203420609,0.00245052741619276,3,34.9,1,1,133.590324885045,408.075418129229,541.665743014274,0.246628712647838,1,"FV1 vs RVQ",54.1665743014274,-0.10380569141174,-0.658723437317373,-0.755503211242194
110,"T2",0,2,0.00748557203420609,0.00245052741619276,3,34.9,1,1,0,816.150836258458,816.150836258458,0,1,"FV1 vs RVQ",81.6150836258458,0.139819910881119,-0.658723437317373,-8.24768401792222
115,"T2",0,5,0.00748557203420609,0.00245052741619276,3,34.9,1,1,0,2040.37709064615,2040.37709064615,0,1,"FV1 vs RVQ",204.037709064615,0.383445513173978,-0.658723437317373,-13.8394390479745
120,"T2",0,1,0.00748557203420609,0.00245052741619276,3,34.9,1,1,0,408.075418129229,408.075418129229,0,1,"FV1 vs RVQ",40.8075418129229,0.627071115466837,-0.658723437317373,-6.38434880804977
125,"T2",1,0,0.00748557203420609,0.00245052741619276,3,34.9,1,1,133.590324885045,0,133.590324885045,1,1,"FV1 vs RVQ",13.3590324885045,0.870696717759697,-0.658723437317373,4.96707417250612
130,"T2",0,1,0.00748557203420609,0.00245052741619276,3,34.9,1,1,0,408.075418129229,408.075418129229,0,1,"FV1 vs RVQ",40.8075418129229,1.11432232005256,-0.658723437317373,-6.33379609918247
75,"T3",1,0,0.00903160001624664,0.00237890401737319,3,36.45,1,1,110.722352429374,0,110.722352429374,1,1,"FV1 vs RVQ",11.0722352429374,-1.5655593051689,-0.437389878972751,9.70238885919648
90,"T3",0,2,0.00903160001624664,0.00237890401737319,3,36.45,1,1,0,840.723284921946,840.723284921946,0,1,"FV1 vs RVQ",84.0723284921946,-0.834682498290318,-0.437389878972751,-4.44070696386515
95,"T3",5,3,0.00903160001624664,0.00237890401737319,3,36.45,1,1,553.61176214687,1261.08492738292,1814.69668952979,0.305071236058913,1,"FV1 vs RVQ",181.469668952979,-0.591056895997459,-0.437389878972751,4.47793199894879
100,"T3",4,0,0.00903160001624664,0.00237890401737319,3,36.45,1,1,442.889409717496,0,442.889409717496,1,1,"FV1 vs RVQ",44.2889409717496,-0.3474312937046,-0.437389878972751,11.3546691278552
105,"T3",19,1,0.00903160001624664,0.00237890401737319,3,36.45,1,1,2103.7246961581,420.361642460973,2524.08633861908,0.833459879708017,1,"FV1 vs RVQ",252.408633861908,-0.10380569141174,-0.437389878972751,17.8575081465621
110,"T3",25,5,0.00903160001624664,0.00237890401737319,3,36.45,1,1,2768.05881073435,2101.80821230486,4869.86702303921,0.568405420032772,1,"FV1 vs RVQ",486.986702303921,0.139819910881119,-0.437389878972751,10.2541388965972
115,"T3",36,7,0.00903160001624664,0.00237890401737319,3,36.45,1,1,3986.00468745746,2942.53149722681,6928.53618468427,0.575302572030819,1,"FV1 vs RVQ",692.853618468427,0.383445513173978,-0.437389878972751,10.6901358642756
120,"T3",23,12,0.00903160001624664,0.00237890401737319,3,36.45,1,1,2546.6141058756,5044.33970953168,7590.95381540728,0.335480121181447,1,"FV1 vs RVQ",759.095381540728,0.627071115466837,-0.437389878972751,-3.28364725405689
125,"T3",19,5,0.00903160001624664,0.00237890401737319,3,36.45,1,1,2103.7246961581,2101.80821230486,4205.53290846297,0.500227852675862,1,"FV1 vs RVQ",420.553290846297,0.870696717759697,-0.437389878972751,4.27296133266321
130,"T3",5,0,0.00903160001624664,0.00237890401737319,3,36.45,1,1,553.61176214687,0,553.61176214687,1,1,"FV1 vs RVQ",55.361176214687,1.11432232005256,-0.437389878972751,10.2340790249882
135,"T3",1,0,0.00903160001624664,0.00237890401737319,3,36.45,1,1,110.722352429374,0,110.722352429374,1,1,"FV1 vs RVQ",11.0722352429374,1.35794792234542,-0.437389878972751,4.70101826818958
65,"12",0,1,0.00657152698137015,0.00246510572317285,3,37.25,1,1,0,405.662114447933,405.662114447933,0,1,"FV1 vs RVQ",40.5662114447933,-2.05281050975461,-0.323153203698108,-0.38599491912286
70,"12",1,2,0.00657152698137015,0.00246510572317285,3,37.25,1,1,152.171634208447,811.324228895866,963.495863104314,0.157936987625625,1,"FV1 vs RVQ",96.3495863104314,-1.80918490746176,-0.323153203698108,8.67539296450116
75,"12",0,4,0.00657152698137015,0.00246510572317285,3,37.25,1,1,0,1622.64845779173,1622.64845779173,0,1,"FV1 vs RVQ",162.264845779173,-1.5655593051689,-0.323153203698108,-2.15818517221976
80,"12",0,3,0.00657152698137015,0.00246510572317285,3,37.25,1,1,0,1216.9863433438,1216.9863433438,0,1,"FV1 vs RVQ",121.69863433438,-1.32193370287604,-0.323153203698108,-2.82527917219612
85,"12",1,3,0.00657152698137015,0.00246510572317285,3,37.25,1,1,152.171634208447,1216.9863433438,1369.15797755225,0.11114249539012,1,"FV1 vs RVQ",136.915797755225,-1.07830810058318,-0.323153203698108,2.06415820142441
90,"12",4,23,0.00657152698137015,0.00246510572317285,3,37.25,1,1,608.686536833789,9330.22863230246,9938.91516913625,0.0612427540104145,1,"FV1 vs RVQ",993.891516913625,-0.834682498290318,-0.323153203698108,-5.37513330739823
95,"12",30,45,0.00657152698137015,0.00246510572317285,3,37.25,1,1,4565.14902625342,18254.795150157,22819.9441764104,0.200050841095945,1,"FV1 vs RVQ",2281.99441764104,-0.591056895997459,-0.323153203698108,3.77806726027098
100,"12",24,29,0.00657152698137015,0.00246510572317285,3,37.25,1,1,3652.11922100273,11764.2013189901,15416.3205399928,0.236899538481213,1,"FV1 vs RVQ",1541.63205399928,-0.3474312937046,-0.323153203698108,0.335926892980414
105,"12",4,5,0.00657152698137015,0.00246510572317285,3,37.25,1,1,608.686536833789,2028.31057223967,2636.99710907345,0.230825636759101,1,"FV1 vs RVQ",263.699710907345,-0.10380569141174,-0.323153203698108,-2.25519319599673
110,"12",2,6,0.00657152698137015,0.00246510572317285,3,37.25,1,1,304.343268416894,2433.9726866876,2738.31595510449,0.11114249539012,1,"FV1 vs RVQ",273.831595510449,0.139819910881119,-0.323153203698108,-8.79256611168023
115,"12",9,5,0.00657152698137015,0.00246510572317285,3,37.25,1,1,1369.54470787603,2028.31057223967,3397.85528011569,0.403061518214335,1,"FV1 vs RVQ",339.785528011569,0.383445513173978,-0.323153203698108,1.07912696689599
120,"12",4,3,0.00657152698137015,0.00246510572317285,3,37.25,1,1,608.686536833789,1216.9863433438,1825.67288017759,0.333403942975031,1,"FV1 vs RVQ",182.567288017759,0.627071115466837,-0.323153203698108,-1.66904757768204
125,"12",4,3,0.00657152698137015,0.00246510572317285,3,37.25,1,1,608.686536833789,1216.9863433438,1825.67288017759,0.333403942975031,1,"FV1 vs RVQ",182.567288017759,0.870696717759697,-0.323153203698108,-1.77968507244182
60,"28",0,1,0.00620164536479876,0.0024720291889449,3,38,1,1,0,404.525967764488,404.525967764488,0,1,"FV1 vs RVQ",40.4525967764488,-2.29643611204747,-0.21605632062813,-0.207261887280514
65,"28",0,3,0.00620164536479876,0.0024720291889449,3,38,1,1,0,1213.57790329346,1213.57790329346,0,1,"FV1 vs RVQ",121.357790329346,-2.05281050975461,-0.21605632062813,-0.667625925751237
70,"28",0,10,0.00620164536479876,0.0024720291889449,3,38,1,1,0,4045.25967764488,4045.25967764488,0,1,"FV1 vs RVQ",404.525967764488,-1.80918490746176,-0.21605632062813,-2.10952110593772
75,"28",0,9,0.00620164536479876,0.0024720291889449,3,38,1,1,0,3640.73370988039,3640.73370988039,0,1,"FV1 vs RVQ",364.073370988039,-1.5655593051689,-0.21605632062813,-3.23274122268908
80,"28",0,3,0.00620164536479876,0.0024720291889449,3,38,1,1,0,1213.57790329346,1213.57790329346,0,1,"FV1 vs RVQ",121.357790329346,-1.32193370287604,-0.21605632062813,-2.8213199877776
90,"28",6,20,0.00620164536479876,0.0024720291889449,3,38,1,1,967.485182893024,8090.51935528977,9058.00453818279,0.106809968886052,1,"FV1 vs RVQ",905.800453818279,-0.834682498290318,-0.21605632062813,-0.371569350052148
95,"28",15,34,0.00620164536479876,0.0024720291889449,3,38,1,1,2418.71295723256,13753.8829039926,16172.5958612252,0.149556260354689,1,"FV1 vs RVQ",1617.25958612252,-0.591056895997459,-0.21605632062813,-2.19382123471666
100,"28",10,28,0.00620164536479876,0.0024720291889449,3,38,1,1,1612.47530482171,11326.7270974057,12939.2024022274,0.124619374107954,1,"FV1 vs RVQ",1293.92024022274,-0.3474312937046,-0.21605632062813,-9.90139407475659
105,"28",3,3,0.00620164536479876,0.0024720291889449,3,38,1,1,483.742591446512,1213.57790329346,1697.32049473998,0.285003682537057,1,"FV1 vs RVQ",169.732049473998,-0.10380569141174,-0.21605632062813,-0.216736444804649
115,"28",2,3,0.00620164536479876,0.0024720291889449,3,38,1,1,322.495060964341,1213.57790329346,1536.07296425781,0.209947748881944,1,"FV1 vs RVQ",153.607296425781,0.383445513173978,-0.21605632062813,-4.40200423438629
120,"28",2,1,0.00620164536479876,0.0024720291889449,3,38,1,1,322.495060964341,404.525967764488,727.02102872883,0.443584226893976,1,"FV1 vs RVQ",72.702102872883,0.627071115466837,-0.21605632062813,0.875251596124712
125,"28",3,2,0.00620164536479876,0.0024720291889449,3,38,1,1,483.742591446512,809.051935528977,1292.79452697549,0.374183662873508,1,"FV1 vs RVQ",129.279452697549,0.870696717759697,-0.21605632062813,-0.535795619201537
130,"28",0,3,0.00620164536479876,0.0024720291889449,3,38,1,1,0,1213.57790329346,1213.57790329346,0,1,"FV1 vs RVQ",121.357790329346,1.11432232005256,-0.21605632062813,-10.9226417923159
135,"28",1,0,0.00620164536479876,0.0024720291889449,3,38,1,1,161.247530482171,0,161.247530482171,1,1,"FV1 vs RVQ",16.1247530482171,1.35794792234542,-0.21605632062813,5.67310501344157
85,"48",1,7,0.0045570984078346,0.00240858583274726,3,35.15,1,1,219.437877022974,2906.26968938688,3125.70756640985,0.0702042249189094,1,"FV1 vs RVQ",312.570756640985,-1.07830810058318,-0.623024476294047,0.455774095084473
90,"48",5,4,0.0045570984078346,0.00240858583274726,3,35.15,1,1,1097.18938511487,1660.7255367925,2757.91492190737,0.397832934003655,1,"FV1 vs RVQ",275.791492190737,-0.834682498290318,-0.623024476294047,12.2988908721484
95,"48",5,12,0.0045570984078346,0.00240858583274726,3,35.15,1,1,1097.18938511487,4982.1766103775,6079.36599549237,0.180477600119551,1,"FV1 vs RVQ",607.936599549237,-0.591056895997459,-0.623024476294047,0.702286567262268
100,"48",11,2,0.0045570984078346,0.00240858583274726,3,35.15,1,1,2413.81664725271,830.36276839625,3244.17941564896,0.744045361859204,1,"FV1 vs RVQ",324.417941564896,-0.3474312937046,-0.623024476294047,19.4357175400338
105,"48",0,1,0.0045570984078346,0.00240858583274726,3,35.15,1,1,0,415.181384198125,415.181384198125,0,1,"FV1 vs RVQ",41.5181384198125,-0.10380569141174,-0.623024476294047,-5.36080198410405
110,"48",2,0,0.0045570984078346,0.00240858583274726,3,35.15,1,1,438.875754045948,0,438.875754045948,1,1,"FV1 vs RVQ",43.8875754045948,0.139819910881119,-0.623024476294047,9.72032228927178
115,"48",1,0,0.0045570984078346,0.00240858583274726,3,35.15,1,1,219.437877022974,0,219.437877022974,1,1,"FV1 vs RVQ",21.9437877022974,0.383445513173978,-0.623024476294047,6.56460906457391
120,"48",4,1,0.0045570984078346,0.00240858583274726,3,35.15,1,1,877.751508091896,415.181384198125,1292.93289229002,0.678884042107736,1,"FV1 vs RVQ",129.293289229002,0.627071115466837,-0.623024476294047,6.56169481627739
125,"48",1,1,0.0045570984078346,0.00240858583274726,3,35.15,1,1,219.437877022974,415.181384198125,634.619261221099,0.345778784905998,1,"FV1 vs RVQ",63.4619261221099,0.870696717759697,-0.623024476294047,-0.843615700517492
130,"48",1,0,0.0045570984078346,0.00240858583274726,3,35.15,1,1,219.437877022974,0,219.437877022974,1,1,"FV1 vs RVQ",21.9437877022974,1.11432232005256,-0.623024476294047,6.44320439240713
80,"60",0,1,0.00733200051940171,0.00234089194561176,3,30.3,1,1,0,427.187594828802,427.187594828802,0,1,"FV1 vs RVQ",42.7187594828802,-1.32193370287604,-1.31558432014657,-1.67389353437594
85,"60",0,3,0.00733200051940171,0.00234089194561176,3,30.3,1,1,0,1281.56278448641,1281.56278448641,0,1,"FV1 vs RVQ",128.156278448641,-1.07830810058318,-1.31558432014657,-4.11094332352357
90,"60",2,22,0.00733200051940171,0.00234089194561176,3,30.3,1,1,272.776849197932,9398.12708623364,9670.90393543157,0.0282059310090499,1,"FV1 vs RVQ",967.090393543157,-0.834682498290318,-1.31558432014657,-9.59622107596321
95,"60",6,17,0.00733200051940171,0.00234089194561176,3,30.3,1,1,818.330547593796,7262.18911208963,8080.51965968342,0.101272019877229,1,"FV1 vs RVQ",808.051965968342,-0.591056895997459,-1.31558432014657,-5.52572199451146
100,"60",1,3,0.00733200051940171,0.00234089194561176,3,30.3,1,1,136.388424598966,1281.56278448641,1417.95120908537,0.0961869659019801,1,"FV1 vs RVQ",141.795120908537,-0.3474312937046,-1.31558432014657,-4.24216230342276
105,"60",2,1,0.00733200051940171,0.00234089194561176,3,30.3,1,1,272.776849197932,427.187594828802,699.964444026734,0.389701007709348,1,"FV1 vs RVQ",69.9964444026734,-0.10380569141174,-1.31558432014657,1.7385640204354
110,"60",16,3,0.00733200051940171,0.00234089194561176,3,30.3,1,1,2182.21479358346,1281.56278448641,3463.77757806986,0.630010081305354,1,"FV1 vs RVQ",346.377757806986,0.139819910881119,-1.31558432014657,10.9603106361383
115,"60",8,4,0.00733200051940171,0.00234089194561176,3,30.3,1,1,1091.10739679173,1708.75037931521,2799.85777610693,0.389701007709348,1,"FV1 vs RVQ",279.985777610693,0.383445513173978,-1.31558432014657,0.520999731424749
120,"60",2,1,0.00733200051940171,0.00234089194561176,3,30.3,1,1,272.776849197932,427.187594828802,699.964444026734,0.389701007709348,1,"FV1 vs RVQ",69.9964444026734,0.627071115466837,-1.31558432014657,-0.0585117698906664
125,"60",4,1,0.00733200051940171,0.00234089194561176,3,30.3,1,1,545.553698395864,427.187594828802,972.741293224665,0.560841512739053,1,"FV1 vs RVQ",97.2741293224665,0.870696717759697,-1.31558432014657,3.25392358283704
130,"60",1,0,0.00733200051940171,0.00234089194561176,3,30.3,1,1,136.388424598966,0,136.388424598966,1,1,"FV1 vs RVQ",13.6388424598966,1.11432232005256,-1.31558432014657,5.07966261938773
135,"60",1,0,0.00733200051940171,0.00234089194561176,3,30.3,1,1,136.388424598966,0,136.388424598966,1,1,"FV1 vs RVQ",13.6388424598966,1.35794792234542,-1.31558432014657,5.21750703330581
85,"T5",0,2,0.00799760970108118,0.00310721612533402,3,26.75,1,1,0,643.662982981271,643.662982981271,0,1,"FV1 vs RVQ",64.3662982981271,-1.07830810058318,-1.8225095666778,-2.91340467265153
90,"T5",0,7,0.00799760970108118,0.00310721612533402,3,26.75,1,1,0,2252.82044043445,2252.82044043445,0,1,"FV1 vs RVQ",225.282044043445,-0.834682498290318,-1.8225095666778,-7.26923763902068
95,"T5",2,4,0.00799760970108118,0.00310721612533402,3,26.75,1,1,250.074719166356,1287.32596596254,1537.4006851289,0.16266073092415,1,"FV1 vs RVQ",153.74006851289,-0.591056895997459,-1.8225095666778,-0.233752718504848
100,"T5",1,1,0.00799760970108118,0.00310721612533402,3,26.75,1,1,125.037359583178,321.831491490635,446.868851073813,0.279807731692904,1,"FV1 vs RVQ",44.6868851073813,-0.3474312937046,-1.8225095666778,0.720076090739212
105,"T5",3,0,0.00799760970108118,0.00310721612533402,3,26.75,1,1,375.112078749534,0,375.112078749534,1,1,"FV1 vs RVQ",37.5112078749534,-0.10380569141174,-1.8225095666778,9.60264787939233
110,"T5",7,0,0.00799760970108118,0.00310721612533402,3,26.75,1,1,875.261517082246,0,875.261517082246,1,1,"FV1 vs RVQ",87.5261517082246,0.139819910881119,-1.8225095666778,13.7270996839051
115,"T5",13,2,0.00799760970108118,0.00310721612533402,3,26.75,1,1,1625.48567458131,643.662982981271,2269.14865756258,0.716341641683069,1,"FV1 vs RVQ",226.914865756258,0.383445513173978,-1.8225095666778,10.4396901715848
120,"T5",12,2,0.00799760970108118,0.00310721612533402,3,26.75,1,1,1500.44831499814,643.662982981271,2144.11129797941,0.699799640257549,1,"FV1 vs RVQ",214.411129797941,0.627071115466837,-1.8225095666778,9.07995849428162
125,"T5",9,0,0.00799760970108118,0.00310721612533402,3,26.75,1,1,1125.3362362486,0,1125.3362362486,1,1,"FV1 vs RVQ",112.53362362486,0.870696717759697,-1.8225095666778,14.4163160245894
130,"T5",1,0,0.00799760970108118,0.00310721612533402,3,26.75,1,1,125.037359583178,0,125.037359583178,1,1,"FV1 vs RVQ",12.5037359583178,1.11432232005256,-1.8225095666778,4.8636913733737
120,"21",1,0,0.00258802610669542,0.00935128946731107,1,46.9,1,1,386.394865729107,0,386.394865729107,1,1,"FV2 vs FV3",38.6394865729107,0.186763047241603,1.40890493925571,6.80562150608743
130,"21",1,3,0.00258802610669542,0.00935128946731107,1,46.9,1,1,386.394865729107,320.811371574688,707.206237303796,0.546368011688114,1,"FV2 vs FV3",70.7206237303796,0.764186413483989,1.40890493925571,-0.710278418745034
135,"21",1,2,0.00258802610669542,0.00935128946731107,1,46.9,1,1,386.394865729107,213.874247716459,600.269113445566,0.643702727783522,1,"FV2 vs FV3",60.0269113445566,1.05289809660518,1.40890493925571,0.568113720319022
145,"21",0,2,0.00258802610669542,0.00935128946731107,1,46.9,1,1,0,213.874247716459,213.874247716459,0,1,"FV2 vs FV3",21.3874247716459,1.63032146284757,1.40890493925571,-6.59853863240909
65,"S22",0,1,0.00230119348093521,0.00541440662891995,1,46,1,1,0,184.69244527345,184.69244527345,0,1,"FV2 vs FV3",18.469244527345,-2.98906546709152,1.29252423030868,-9.63191474341477
80,"S22",1,1,0.00230119348093521,0.00541440662891995,1,46,1,1,434.557114942633,184.69244527345,619.249560216082,0.701747958918206,1,"FV2 vs FV3",61.9249560216082,-2.12293041772794,1.29252423030868,-0.328520520261975
85,"S22",4,6,0.00230119348093521,0.00541440662891995,1,46,1,1,1738.22845977053,1108.1546716407,2846.38313141123,0.610679722131687,1,"FV2 vs FV3",284.638313141123,-1.83421873460675,1.29252423030868,-1.55318391903917
90,"S22",6,19,0.00230119348093521,0.00541440662891995,1,46,1,1,2607.3426896558,3509.15646019554,6116.49914985134,0.4262802341302,1,"FV2 vs FV3",611.649914985134,-1.54550705148556,1.29252423030868,-8.73184760130779
95,"S22",9,19,0.00230119348093521,0.00541440662891995,1,46,1,1,3911.01403448369,3509.15646019554,7420.17049467923,0.527078729159681,1,"FV2 vs FV3",742.017049467923,-1.25679536836436,1.29252423030868,-1.9627454191955
100,"S22",4,15,0.00230119348093521,0.00541440662891995,1,46,1,1,1738.22845977053,2770.38667910174,4508.61513887227,0.385534894026308,1,"FV2 vs FV3",450.861513887227,-0.96808368524317,1.29252423030868,-6.5230867539398
105,"S22",17,28,0.00230119348093521,0.00541440662891995,1,46,1,1,7387.47095402475,5171.38846765659,12558.8594216813,0.588227856207323,1,"FV2 vs FV3",1255.88594216813,-0.679372002121977,1.29252423030868,4.3405445250131
110,"S22",27,57,0.00230119348093521,0.00541440662891995,1,46,1,1,11733.0421034511,10527.4693805866,22260.5114840377,0.527078729159681,1,"FV2 vs FV3",2226.05114840377,-0.390660319000783,1.29252423030868,0.0356326662881177
115,"S22",15,24,0.00230119348093521,0.00541440662891995,1,46,1,1,6518.35672413949,4432.61868656279,10950.9754107023,0.595230696780596,1,"FV2 vs FV3",1095.09754107023,-0.10194863587959,1.29252423030868,4.02971263380103
120,"S22",13,43,0.00230119348093521,0.00541440662891995,1,46,1,1,5649.24249425422,7941.77514675833,13591.0176410126,0.415660007474859,1,"FV2 vs FV3",1359.10176410126,0.186763047241603,1.29252423030868,-9.86427452170252
125,"S22",16,26,0.00230119348093521,0.00541440662891995,1,46,1,1,6952.91383908212,4802.00357710969,11754.9174161918,0.591489807448994,1,"FV2 vs FV3",1175.49174161918,0.475474730362796,1.29252423030868,1.64835003427359
130,"S22",25,31,0.00230119348093521,0.00541440662891995,1,46,1,1,10863.9278735658,5725.46580347694,16589.3936770427,0.654871907018511,1,"FV2 vs FV3",1658.93936770427,0.764186413483989,1.29252423030868,5.57855655610297
135,"S22",5,8,0.00230119348093521,0.00541440662891995,1,46,1,1,2172.78557471316,1477.5395621876,3650.32513690076,0.595230696780596,1,"FV2 vs FV3",365.032513690076,1.05289809660518,1.29252423030868,-0.503398478610433
140,"S22",3,9,0.00230119348093521,0.00541440662891995,1,46,1,1,1303.6713448279,1662.23200746105,2965.90335228894,0.439552874783255,1,"FV2 vs FV3",296.590335228894,1.34160977972638,1.29252423030868,-6.48764586828546
145,"S22",0,5,0.00230119348093521,0.00541440662891995,1,46,1,1,0,923.462226367248,923.462226367248,0,1,"FV2 vs FV3",92.3462226367248,1.63032146284757,1.29252423030868,-13.711282661516
150,"S22",0,2,0.00230119348093521,0.00541440662891995,1,46,1,1,0,369.384890546899,369.384890546899,0,1,"FV2 vs FV3",36.9384890546899,1.91903314596876,1.29252423030868,-8.75173654612901
90,"1",0,3,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,400.460233048819,400.460233048819,0,1,"FV2 vs FV3",40.0460233048819,-1.54550705148556,2.06193002834737,-8.58461120038652
95,"1",0,7,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,934.407210447245,934.407210447245,0,1,"FV2 vs FV3",93.4407210447245,-1.25679536836436,2.06193002834737,-12.4365274988437
100,"1",0,5,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,667.433721748032,667.433721748032,0,1,"FV2 vs FV3",66.7433721748032,-0.96808368524317,2.06193002834737,-10.1624421738213
105,"1",0,1,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,133.486744349606,133.486744349606,0,1,"FV2 vs FV3",13.3486744349606,-0.679372002121977,2.06193002834737,-4.47255193664861
110,"1",0,8,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,1067.89395479685,1067.89395479685,0,1,"FV2 vs FV3",106.789395479685,-0.390660319000783,2.06193002834737,-12.6397469352882
115,"1",0,6,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,800.920466097639,800.920466097639,0,1,"FV2 vs FV3",80.0920466097639,-0.10194863587959,2.06193002834737,-11.0709530887777
120,"1",1,1,0.00226363769797769,0.00749138054772663,1,51.95,1,1,441.766807865671,133.486744349606,575.253552215278,0.767951464470659,1,"FV2 vs FV3",57.5253552215278,0.186763047241603,2.06193002834737,3.44895767723721
125,"1",0,4,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,533.946977398426,533.946977398426,0,1,"FV2 vs FV3",53.3946977398426,0.475474730362796,2.06193002834737,-9.46386211442544
130,"1",2,4,0.00226363769797769,0.00749138054772663,1,51.95,1,1,883.533615731343,533.946977398426,1417.48059312977,0.623312671802101,1,"FV2 vs FV3",141.748059312977,0.764186413483989,2.06193002834737,0.855320667671546
135,"1",0,6,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,800.920466097639,800.920466097639,0,1,"FV2 vs FV3",80.0920466097639,1.05289809660518,2.06193002834737,-12.2498678335206
140,"1",0,4,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,533.946977398426,533.946977398426,0,1,"FV2 vs FV3",53.3946977398426,1.34160977972638,2.06193002834737,-10.2428391717315
145,"1",0,4,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,533.946977398426,533.946977398426,0,1,"FV2 vs FV3",53.3946977398426,1.63032146284757,2.06193002834737,-10.4259966826361
150,"1",0,2,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,266.973488699213,266.973488699213,0,1,"FV2 vs FV3",26.6973488699213,1.91903314596876,2.06193002834737,-7.44027076313736
155,"1",0,1,0.00226363769797769,0.00749138054772663,1,51.95,1,1,0,133.486744349606,133.486744349606,0,1,"FV2 vs FV3",13.3486744349606,2.20774482908995,2.06193002834737,-5.25108361374665
100,"54",0,1,0.00418859520903177,0.00914520811913068,1,52.25,1,1,0,109.34688275799,109.34688275799,0,1,"FV2 vs FV3",10.934688275799,-0.96808368524317,2.10072359799638,-4.1133647128606
115,"54",0,1,0.00418859520903177,0.00914520811913068,1,52.25,1,1,0,109.34688275799,109.34688275799,0,1,"FV2 vs FV3",10.934688275799,-0.10194863587959,2.10072359799638,-4.09066126297084
125,"54",0,1,0.00418859520903177,0.00914520811913068,1,52.25,1,1,0,109.34688275799,109.34688275799,0,1,"FV2 vs FV3",10.934688275799,0.475474730362796,2.10072359799638,-4.28274820093049
